sentences,sentiment
"[1, 13, 86, 219, 14, 22, 54, 12, 3181, 23, 4, 150, 19599, 3993, 1308, 6, 171, 153, 596, 5, 1033, 296, 12, 174, 9462, 3837, 23, 7001, 13, 16, 1555, 4, 86, 58, 5, 258, 12, 60, 53, 1728, 23, 333, 829, 422, 49, 7, 4, 3309, 26, 230, 39, 404, 11519, 40458, 3791, 1702, 1407, 46, 40, 6, 8891, 8978, 21, 623, 14913, 1502, 22373, 12350, 9, 6, 964, 1023, 118, 7, 123, 19788, 27280, 480, 477, 2052, 63, 2392, 1418, 141, 17, 4, 3803, 8883, 7308, 26694, 820, 20244, 17, 35, 1274, 23, 1065, 38347, 21, 150, 1407, 2029, 17, 6, 4796, 1210, 325, 18836, 26041, 35949, 636, 418, 15, 1030, 8, 3890, 933, 4924, 18, 4, 1484, 7, 790, 1502, 19, 6, 18755, 4404, 18, 4, 476, 7, 9031, 5, 22091, 40760, 1139, 2843, 12990, 18, 14312, 3979, 6473, 6, 2335, 220, 17, 622, 5, 1112, 35, 18904, 17, 4, 31, 18, 4, 147, 14312, 14531, 27344, 2052, 9, 6, 3143, 48, 1196, 2846, 63, 33, 222, 47, 4, 3291, 8, 3027, 4, 311, 15, 3979, 6473, 5, 53844, 26, 691, 7813, 7, 298, 2189, 6896, 5, 4, 3732, 5, 151, 2049, 14115, 109, 2078, 186, 46, 7, 273, 45, 131, 35, 2620, 7620, 418, 7, 22, 231, 32, 11, 32, 2963, 829, 5, 6, 5503, 1682, 128, 74, 2402, 10618, 13591, 182, 3331, 2216]",1
"[1, 3795, 1359, 61, 1640, 512, 6988, 13232, 794, 56, 8, 3021, 9, 6, 22, 1359, 270, 11, 6, 13665, 162, 782, 121, 4306, 5, 567, 521, 7876, 12, 381, 5285, 3423, 17, 6313, 951, 5221, 6, 1255, 625, 1770, 6921, 28, 5955, 90, 11, 893, 1093, 19, 27, 9741, 10, 10, 54, 29, 2507, 1098, 6, 588, 1781, 5221, 497, 8, 5012, 4, 1821, 23, 823, 1410, 4044, 44771, 5221, 9, 491, 8, 9702, 27, 3359, 54, 29, 461, 574, 19, 4, 351, 1601, 322, 4, 307, 2021, 1848, 7, 265, 11, 801, 1359, 1597, 183, 946, 140, 180, 2190, 10, 10, 137, 4, 22, 127, 164, 221, 370, 42, 1321, 1567, 12, 127, 28, 6, 1813, 1163, 7, 6249, 5, 13360, 40, 91, 87, 11215, 12, 9, 82, 1669, 1785, 7985, 4, 529, 11, 208, 39, 4, 380, 10, 10, 131, 40, 91, 7, 13232, 18524, 108, 45, 24, 142, 474, 106, 174, 12, 1503, 4, 6894, 2210, 7, 6520, 4, 1114, 27499, 7, 2912, 42, 4, 22134, 13484, 7, 2443, 40, 13631, 303, 157, 6619, 764, 55, 76, 6, 6574, 7, 51, 6, 1359, 144, 30, 305, 7, 142, 66, 8648, 2038, 10, 10, 11504, 4, 22, 9, 164, 318, 45, 44, 6, 1002, 37, 659, 309, 1364, 1575, 6, 1676, 11, 31, 136, 5221, 2568, 15, 27, 336, 309, 16, 6, 392, 58, 9563, 4, 22, 10434, 19, 4, 4147, 7, 54409, 21, 14, 31, 136, 9, 17, 230, 17, 6988, 271, 42, 10300, 8, 193, 27, 1008, 10, 10, 4, 370, 157, 9, 4716, 1332, 225, 57, 1663, 11, 65318, 370, 57, 781, 9, 93, 8, 24858, 4, 370, 8, 233, 12, 152, 297, 19, 834, 42, 9161, 42, 75442, 4, 1491, 34, 1491, 568, 22688, 45, 43, 16783, 270, 1969, 19, 4, 2552, 13317, 11, 5, 46, 4045, 151, 91, 84, 92, 459, 44, 134, 183, 10, 10, 50, 9, 190, 31, 52, 324, 121, 263, 632, 9, 2605, 11, 6, 519, 368, 7, 4624, 1359, 1935, 63, 410, 3426, 6, 2196, 5833, 160, 1935, 5, 9, 623, 56, 83, 4, 2297, 19938, 12452, 40, 7645, 1336, 10755, 6988, 84249, 4, 22, 1343, 51208, 7648, 8, 609, 14, 495, 73, 21, 4, 270, 1592, 996, 8, 16773, 12, 10, 10, 693, 158, 6988, 186, 1500, 8, 794, 4, 51207, 20584, 7, 51, 6, 1359, 9, 247, 74, 2888, 19, 4, 4361, 7, 121, 1359, 70, 140, 40, 16091, 314, 11, 4, 543, 8304, 890, 11, 6, 2610, 273, 511, 7, 567, 65599, 5, 1806, 4511, 121, 4, 6619, 630, 9, 31, 7, 148, 73, 93, 333, 14313, 22, 11215, 45, 3275, 5, 1728, 21, 1503, 15, 1727, 318, 1236]",1
"[1, 4, 735, 811, 47, 4530, 38, 14, 817, 6, 9373, 7, 134, 933, 1728, 12999, 3137, 108, 26, 32, 120, 4, 20, 2258, 11, 1915, 7, 9798, 35, 311, 5, 260, 4, 1434, 8, 6013, 118, 431, 11, 4, 194, 123, 793, 98, 9, 14, 22, 15, 9, 448, 125, 6, 55, 1063, 5, 73, 5352, 297, 4, 204, 7341, 16, 165, 4, 564, 5, 167, 7, 4, 22, 1253, 63, 266, 17, 6, 1405, 9999, 2554, 23, 31, 508, 37, 128, 8, 7241, 4, 297, 74, 4, 204, 564, 23, 4, 85, 508, 37, 128, 8, 24, 67, 4, 2497, 5, 16789, 7, 4, 297, 5, 4290, 725, 98, 74, 4, 204, 564, 309, 824, 8571, 321, 116, 5, 958, 7, 1074, 5, 836, 19, 6, 5129, 277, 1744, 414, 4612, 940, 5, 7, 265, 4, 5150, 8, 1754, 7407, 2757, 12, 9, 6, 1790, 5351, 793, 134, 312, 4898, 108, 8, 24, 1527, 32, 1204, 12, 1568, 5, 14, 47, 8, 570, 10, 10, 824, 9, 40, 6, 975, 209, 94, 2845, 347, 40, 6, 274, 19, 4, 477, 891, 5479, 1012, 40, 2328, 9496, 137, 149, 4, 2770, 6542, 7, 6, 33398, 29210, 2319, 500, 5, 40, 24, 260, 4, 1570, 6414, 8, 1743, 395, 4, 21442, 500, 5, 67, 51, 571, 375, 824, 43, 40, 4, 960, 118, 431, 55520, 57, 704, 18, 154, 349, 152, 66, 130, 12, 152, 1754, 178, 19, 4396, 2757, 885, 127, 12, 1645, 195, 18, 178, 8, 822, 46, 4, 277, 422, 15, 16, 4, 3780, 21, 14, 218, 6, 2181, 7, 1946, 45, 6, 1002, 46, 13, 81, 24, 990, 278, 8, 67, 35, 9666, 157, 13, 990, 278, 8, 67, 6, 454, 655, 5, 130, 5, 6386, 15, 13, 92, 809, 2359, 315, 4, 289, 1421, 75, 26, 918, 8, 413, 4, 927, 7, 4, 20, 34, 5242, 11, 4, 3685, 3147, 17, 8, 51, 575, 159, 5, 51, 80, 593, 8, 4, 105, 75, 219, 1930, 33, 257, 85, 10, 10, 14, 117, 453, 9, 44, 6, 7402, 5051, 4686, 37, 186, 55, 252, 15, 4, 73, 2762, 2325, 3060, 6759, 2858, 9, 231, 861, 8424, 949, 6, 506, 15, 271, 8, 4, 1416, 4, 86, 2045, 298, 430, 11, 4, 3098, 1416, 4, 1416, 9, 4549, 3067, 17, 8, 726, 42, 24, 29, 66, 9, 8000, 13053, 7796, 496, 4468, 5462, 4, 114, 20536, 17, 49, 7, 4, 362, 895, 8901, 5897, 63, 11069, 4, 1495, 7, 6, 185, 1750, 4232, 4601, 4, 65, 9, 270, 208, 103, 4, 5915, 7, 308, 1209, 4224, 63, 10736, 4, 2952, 18, 179, 49, 58, 5, 11327, 68, 1804, 11, 1946, 5, 11, 257, 85, 10, 10, 50829, 565, 757, 216, 11, 4, 116, 3137, 5, 82, 4, 126, 1728, 836, 15, 3861, 1364, 5, 115, 11048, 120, 4686, 186, 8, 30, 735, 1517, 11, 175, 217, 442, 11, 5, 133, 59, 9, 57, 275, 17, 41, 44234, 5, 1043, 2287, 2003, 1370, 6, 15599, 7, 1092, 11, 32, 4, 1537, 5, 19, 49, 7, 4, 4005, 11, 4, 1416, 2858, 7856, 246, 174, 17, 4, 2325, 34, 2976, 35911, 7115, 19, 6, 1220, 1613, 5, 6, 2575, 8962, 4, 1573, 13714, 1613, 9, 1211, 8, 1598, 125, 262, 54, 75, 26, 1408, 8, 40, 90, 5, 82, 10417, 44, 90, 33, 4, 172, 58, 21, 2858, 3183, 56, 8, 4, 7479, 429, 31, 7, 4, 118, 1507, 7, 263, 2248, 5, 9708, 1545, 54, 134, 107, 3924, 25, 70, 842, 4, 9697, 2223, 209, 126, 319, 31, 8732, 21, 903, 24, 859, 4232, 4601, 7372, 5, 21083, 1712, 1164, 3253, 661, 18, 68, 897, 292, 345, 50829, 973, 3137, 9, 793, 4, 118, 11, 5056, 10, 10, 246, 40, 2453, 3431, 45, 4, 487, 5, 940, 15, 4929, 14, 22, 262, 54, 19511, 180, 4, 840, 511, 1204, 1719, 56, 21, 36, 713, 6464, 105, 1719, 56, 21, 1754, 57, 147, 27436, 949, 4, 114, 362, 4486, 275, 21, 75, 115, 371, 169, 46, 138, 50, 26, 2094, 2445, 11, 4, 370, 66583, 57, 779, 282, 138, 308, 2329, 39656, 4, 564, 7, 4, 297, 69, 31, 960, 22, 11, 27, 940, 10395, 914, 3989, 4, 17447, 726, 2099, 7671, 42, 3002, 75, 26, 1571, 19, 319, 29539, 844, 7, 1526, 2599, 2152, 616, 15707, 15, 10490, 8, 57, 130, 50, 16, 6, 107, 786, 3772, 44, 4099, 5, 89, 76, 5307, 4, 2325, 473, 1216, 8, 443, 39656, 10, 10, 1324, 347, 4, 583, 7, 35, 277, 9, 6, 379, 5351, 198, 43, 17, 2227, 17, 4, 74745, 370, 157, 11, 206, 108, 12, 152, 551, 15, 75, 28, 6, 87, 1020, 116, 177, 42, 542, 627, 42, 6, 52, 65, 112, 952, 725, 42, 52, 9488, 7, 481, 5, 228, 88, 75, 28, 6, 14659, 7, 7146, 1204, 15, 38891, 32, 120, 6, 22, 15, 9, 120, 1245, 234, 246, 152, 60, 1363, 4, 3853, 39, 297, 8, 22, 9, 52, 5, 179, 1863, 88, 75, 28, 4, 204, 20864, 496, 4, 60269, 29, 562, 4, 2497, 5, 379, 32023, 39, 4, 297, 8, 4, 22, 17, 73, 14, 2068, 47, 110, 94, 1497, 7, 2645, 5, 312, 7486, 108, 15, 100, 28, 1840, 6, 76, 1931, 603, 39, 72, 48, 36, 69, 43, 872, 8, 763, 6, 171, 53, 234, 7, 929, 5, 165, 130, 12043, 177, 245, 57, 704, 18, 154, 349, 3524, 103, 886, 26, 6, 171, 2685, 10, 10, 46247, 130, 129, 71950, 20, 591, 42, 33, 222, 1754, 6, 52, 1166, 7, 3626, 18, 178, 8, 714, 2233, 11, 4, 3685, 40, 1513, 37079, 2279, 46169, 305, 7, 4488, 83, 834, 17, 4, 898, 1087, 380, 2660, 5, 25, 26, 317, 19, 6, 547, 7, 10735, 2951, 5, 1752, 8511, 28, 6, 454, 655, 5, 4, 130, 591, 17, 6, 3857, 13, 2788, 61, 108, 8, 30, 226, 24, 11391, 824, 764, 11391, 63, 9, 138, 12, 214, 35, 4767, 1242, 10, 10, 294, 47, 8, 989, 14, 379, 5351]",0
"[1, 4, 4728, 2986, 365, 7, 1016, 4033, 1184, 8185, 5732, 5, 3753, 4838, 119, 90, 47, 210, 77, 5, 80, 210, 30, 61, 514, 1016, 4033, 48, 25, 106, 101, 85, 310, 7, 1016, 4033, 209, 886, 4, 274, 12, 80, 30, 40, 149, 49, 1988, 20, 63, 25, 80, 859, 4, 375, 251, 21, 149, 14, 31, 220, 9538, 8, 886, 4, 274, 13, 343, 8, 106, 134, 6131, 6, 176, 54, 13, 16, 117, 5, 36, 1581, 72, 8, 332, 4, 274, 33, 4, 58, 13, 161, 990, 692, 8, 89, 491, 14, 699, 365, 16, 8, 4, 274, 1033, 13, 296, 4, 4142, 310, 7, 1016, 4033, 5, 16, 55, 685, 12, 16, 64, 241, 634, 196, 5, 161, 28, 111, 674, 139, 39, 4, 274, 141, 17, 61, 514, 8121, 136, 103, 15, 13, 1583, 11, 119, 19, 14, 1016, 4033, 60, 53, 88, 12, 1687, 32, 4, 674, 139, 7, 4, 274, 5, 12, 43, 716, 4, 226, 65, 4, 85, 2058, 92, 48, 25, 774, 332, 4, 274, 10, 10, 4, 177, 7, 4728, 1016, 4033, 9, 321, 45, 283, 15, 3753, 4838, 9, 6, 55, 2252, 284, 2252, 195, 8, 297, 4877, 11, 8304, 5, 19337, 10488, 21, 29, 9, 38, 87, 17, 3396, 15, 13, 191, 838, 1814, 334, 395, 14, 217, 5, 8185, 5732, 9, 209, 6, 824, 4, 64, 1016, 15, 1160, 4, 2786, 7, 4, 274, 4, 85, 155, 15, 166, 14, 22, 38, 87, 9, 4, 1649, 5, 4, 2430, 7, 4, 156, 1016, 272, 38, 6111, 5, 2340, 43, 17, 11929, 4213, 41, 261, 59, 152, 168, 3070, 21, 81, 25, 165, 990, 692, 8, 15, 10, 10, 49, 84, 135, 15, 14, 1016, 4033, 9, 99, 196, 21, 13, 62, 247, 1142, 61, 226, 251, 149, 12, 74, 1142, 241, 634, 149, 49, 85, 310, 49, 135, 4, 20, 9, 753, 5, 357, 88, 1016, 9, 24, 4387, 195, 42, 88, 50, 26, 24, 195, 5008, 139, 13, 784, 54, 36, 97, 1016, 4033, 49, 363, 20, 19, 4650, 5008, 139, 25, 92, 28, 8, 1470, 932, 10108, 11, 119, 139, 8, 123, 4, 119, 200, 1016, 5, 3396, 5, 199, 8185, 5, 3753, 2623, 14, 119, 38, 950, 15, 50, 26, 57, 85, 139, 887, 13, 244, 5551, 153, 154, 5, 111, 539, 7, 61, 559, 5504, 8, 14, 22, 17, 357, 5, 154, 3357, 21, 13, 70, 64, 235, 806, 18, 98, 88, 36, 92, 1144, 4, 14446, 5, 936, 7, 12, 103, 32, 4, 667, 9, 270, 11, 5269, 1117, 5, 15, 154, 3357, 168, 166, 12, 53, 1564, 5, 53, 40, 4, 274, 10, 10, 13, 92, 104, 50, 80, 126, 30, 101, 85, 310, 7, 1016, 85042, 15, 80, 28, 4, 4950, 5, 119, 7, 14, 31, 57, 551, 37, 299, 1016, 5, 3396, 11, 85, 102, 4, 147, 1016, 5, 3396, 18, 72, 33, 222, 80, 210, 30, 8185, 5732, 5, 3753, 4838]",1
"[1, 14, 9, 35, 11, 403, 64, 755, 8, 6, 982, 65, 1822, 5674, 6, 1506, 65, 22347, 12639, 27, 223, 2474, 315, 4, 1506, 54, 36, 1681, 8, 6, 392, 10535, 513, 11, 4, 655, 7, 1282, 5868, 472, 127, 24, 8017, 10, 10, 4, 204, 952, 88, 7, 94, 10902, 876, 5, 4374, 316, 100, 2198, 8, 12, 14, 31, 9, 331, 379, 5, 24, 55, 163, 33, 32, 1394, 49256, 236, 20, 57, 594, 45, 31, 7, 27, 11101, 555, 13, 421, 806, 18, 90, 10, 10, 1083, 31751, 9, 348, 117, 8, 81, 19156, 4377, 5, 25, 28, 8, 594, 138, 36, 60, 2627, 10, 10, 5, 13, 384, 216, 23, 6, 3533, 19, 8837, 6014, 1038, 45, 4, 118, 173, 7, 4, 20]",0
"[1, 13, 6585, 189, 108, 39, 32, 120, 5, 13, 28, 110, 4, 52, 5, 4, 55, 78, 865, 8154, 9, 6, 364, 352, 374, 252, 4, 116, 9, 78, 4, 769, 9, 691, 6, 1493, 7, 32, 865, 102, 1376, 295, 5, 4, 489, 9, 364, 11, 49, 3230, 4, 155, 25, 306, 8, 30, 1012, 9, 15, 45, 131, 441, 5, 66, 55, 253, 4, 302, 2202, 39, 40, 294, 23, 133, 47, 301, 25517, 2454, 1145, 15, 168, 40, 2828, 7174, 8, 66, 52, 663, 19, 49, 480, 17325, 157, 21, 4, 282, 25, 818, 6, 20, 19, 6, 425, 40, 14, 9, 18, 4, 599, 5, 14, 22, 9, 480, 11, 15, 1609, 4, 302, 26, 55, 52, 18, 141, 6, 392, 22, 294, 446, 12, 6, 1073, 20, 5, 12, 9, 1245, 253, 1073, 20, 13, 28, 557, 39, 998, 16561, 15, 14, 9, 165, 6, 2683, 605, 7, 4, 22, 15, 188, 831, 766, 21, 4, 779, 2030, 605, 9, 582, 23, 288, 5, 12, 9, 55, 327, 489, 13, 80, 818, 12, 5, 1919, 18, 546, 10, 10, 65, 9, 691, 6, 3478, 671, 4557, 271, 78, 5, 166, 1145, 4, 48349, 11039, 12, 180, 5932, 4, 65, 5, 45617, 4165, 8, 30, 2171, 120, 12, 49, 7, 4, 4557, 9, 131, 2862, 5, 134, 6067, 216, 56, 5, 1274, 4, 1609, 6, 171, 156, 81, 6, 87, 292, 225, 49, 184, 730, 1031, 1702, 15, 9, 5944, 5, 283, 52, 228, 87, 1524, 49, 1134, 836, 5, 3400, 7, 541, 5, 1195, 599, 31, 232, 214, 2982, 5, 3314, 39, 4, 2358, 1609, 32, 4, 96, 56, 48, 25, 124, 51, 13, 384, 95, 27, 3291, 26, 8512, 46, 7, 27, 1642, 160, 9, 3067, 11, 320, 40, 11, 251, 7, 4, 351, 5, 36, 122, 6, 87, 292, 7, 15, 962, 50, 26, 6, 1431, 599, 1994, 5, 45, 220, 32, 206, 13, 135, 570, 112, 6, 16366, 358, 113, 5, 79, 53, 102, 40, 865, 8154, 5, 3549, 2336, 107, 87, 6067, 7445, 10, 10, 608, 6940, 13, 43, 188, 4, 288, 270, 5, 133, 9, 51, 13, 197, 10, 10, 76, 128, 431, 489, 5, 18, 280, 13, 16, 502, 8, 67, 4, 779, 2030, 605, 7, 4, 22, 5, 12, 9, 6, 76, 128, 20, 13, 423, 12, 159, 21, 150, 13, 70, 67, 51, 4287, 7867, 16, 165, 269, 8, 81, 19, 14, 31, 5, 4, 1702, 1525, 99, 2231, 7867, 740, 44, 4, 22, 11, 1589, 29, 694, 45, 6, 4373, 865, 20, 21, 29, 127, 123, 1161, 8, 32, 84, 574, 82, 7867, 47, 6, 87, 281, 7, 486, 5, 49, 4489, 5039, 15, 409, 100, 850, 39, 11, 4, 20, 1845, 4, 496, 4, 139, 7, 865, 8154, 9, 184, 253, 17, 73, 13, 421, 12, 16, 220, 17, 441, 17, 4, 22, 12, 16, 93, 18, 50, 26, 49, 87, 3019, 5, 496, 4, 139, 929, 1849, 19, 1636, 537, 44, 4, 22, 39, 49, 678, 1370, 40, 17521, 1675, 5, 5073, 120, 32, 6, 253, 117, 22, 15, 9, 55, 2683, 187, 4, 8115, 21, 131, 69, 72, 1104, 5, 2961, 4, 1365, 13, 28, 110, 111, 12154, 108, 5, 49, 324, 7, 374, 108, 5, 111, 26, 179, 753, 21, 14, 31, 66, 286, 137, 5954, 12154, 108, 26, 2536, 1731, 36, 43, 713, 14, 76, 253, 10, 10, 6598, 13, 557, 36, 26, 150, 11082, 14, 23, 6, 194, 352]",1
"[1, 14, 6393, 4035, 787, 9, 9916, 64, 34, 4, 636, 136, 11, 63, 6, 254, 6743, 568, 1255, 1545, 49, 754, 16095, 411, 22755, 263, 833, 3564, 29, 9, 351, 382, 4, 22, 62, 28, 77, 1894, 69, 4, 167, 47097, 4, 6203, 323, 671, 7, 6, 13524, 11, 2077, 7, 14, 1038, 9131, 284, 37, 1061, 4, 268, 18, 6, 1420, 561, 15, 6, 57, 403, 5619, 24953, 125, 4, 890, 100, 7809, 141, 6, 24118, 22, 9, 57, 329, 1329, 74, 6, 1019, 8000, 588, 34, 4813, 7076, 83, 6, 17660, 18, 35, 6259, 9913, 27, 561, 9, 1420, 27, 2339, 9, 6634, 382, 75, 80, 30, 1899, 8, 53, 268, 58, 34, 14, 3720, 11793, 48, 50, 9, 126, 6, 755, 8, 14, 1815, 6582, 22]",0
"[1, 45, 6, 52, 20, 279, 13, 40, 12, 88, 12, 16, 814, 133, 11, 13593, 4, 156, 122, 6, 52, 239, 5, 24, 64, 122, 4, 539, 30, 19388, 21, 36, 71, 52, 11, 997, 38, 12, 16, 23015, 4, 232, 9, 1036, 99, 38, 45, 6, 52, 1014, 48, 25, 181, 8, 4, 232, 42, 4, 539]",1
"[1, 73, 93, 5, 3005, 137, 131, 1116, 231, 281, 14, 708, 62, 157, 128, 18, 701, 3949, 451, 8, 79, 928, 11, 4, 512, 74, 4, 303, 13835, 7609, 63, 140, 6855, 11, 32, 5069, 10, 10, 18, 451, 7, 134, 5142, 1122, 3106, 36, 80, 1144, 742, 8792, 5, 4, 505, 27, 109, 304, 5, 51, 240, 276, 143, 4, 370, 157, 9, 1476, 19, 20665, 7, 2177, 567, 5, 1032, 21, 2316, 2837, 5, 6, 52, 24, 6648, 228, 603, 17, 73, 4, 329, 25, 124, 44, 4, 65, 4, 128, 8, 97, 12, 157, 10, 10, 4, 64, 155, 1892, 11, 1895, 14, 39, 112, 6, 87, 8020, 9146, 526, 3949, 9, 15, 4, 65, 152, 28, 15, 1727, 861, 42, 1987, 42, 199, 1427, 8, 276, 12, 120, 4, 350, 45, 53, 6, 2499, 736, 4, 105, 26, 73, 4786, 21, 412, 42, 783, 1793, 8, 4, 114, 24, 1793, 8, 68, 205, 9870, 5, 1508, 10, 10, 4, 1136, 288, 3349, 766, 9, 307, 267, 5, 407, 4, 96, 8, 67, 4, 22, 894, 134, 126, 79, 498, 313, 14836, 63, 186, 2388]",1
"[1, 1365, 19, 4, 2113, 47, 142, 1026, 5, 318, 48, 25, 70, 759, 4, 550, 943, 137, 16230, 6, 465, 2542, 875, 4, 1770, 11255, 325, 11, 4, 298, 1263, 315, 94, 3286, 325, 63, 11, 679, 10031, 4, 11474, 7, 4, 154, 1263, 7, 4, 50532, 4, 20, 7390, 6, 2886, 2349, 55289, 841, 51, 146, 75703, 8, 9, 4, 6690, 7, 14592, 228, 5, 1524, 8, 97, 25, 235, 4, 1310, 1390, 535, 8, 235, 21, 75593, 305, 47, 6, 2375, 8058, 816, 5, 1625, 4, 715, 5, 206, 81, 4, 662, 270, 4, 1310, 247, 74, 7673, 7, 4, 5975, 5190, 10, 10, 17, 35, 55843, 7, 14, 843, 1609, 7, 22156, 479, 146, 3058, 1555, 19, 4, 5052, 7, 4, 22, 4, 47155, 9, 6234, 398, 60, 19, 1302, 486, 2036, 19, 2072, 8, 17138, 5, 960, 24278, 3353, 5756, 18, 463, 6, 230, 1415, 39, 4, 14035, 4951, 4, 1403, 687, 15, 3916, 8, 13581, 1143, 26, 729, 8, 779, 687, 15, 562, 273, 262, 4, 1274, 54, 507, 21428, 56, 11, 4, 313, 5, 4, 3263, 7, 4, 1130, 8399, 4, 985, 139, 151, 1281, 26, 184, 73, 2142, 12, 60, 47, 4, 86, 22156, 10589, 985, 276, 23, 22, 1033, 10, 10, 4, 940, 287, 4, 676, 316, 6434, 7, 8389, 848, 11, 1302, 771, 463, 4, 109, 7, 328, 308, 9, 617, 17043, 6, 4243, 4927, 315, 4, 3298, 6214, 129, 1272, 37, 26, 75, 8, 548, 37, 26, 75, 8, 548, 4, 324, 95, 8763, 8, 6, 3993, 7, 10945, 11147, 2090, 399, 164, 8, 570, 4, 6834, 137, 4, 544, 1999, 25, 26, 21315, 32, 37, 26, 4, 21315, 66, 117, 2442, 40, 15, 66, 6802, 4, 1327, 489, 10, 10, 50, 26, 57, 678, 6533, 3798, 11, 4, 479, 142, 15, 70, 24, 30, 301, 7, 4, 991, 7, 22, 3295, 63, 16, 691, 1219, 746, 4, 2008, 7, 4, 678, 687, 12, 1160, 49, 1403, 712, 1470, 4, 192, 15, 4, 153, 17, 617, 34, 4, 687, 4359, 92, 763, 56, 21, 25, 80, 115, 1495, 15, 6, 3223, 3616, 9, 4, 192, 15, 4, 64, 2045, 298, 132, 33, 2800, 109, 11, 4, 22, 9, 4, 7301, 3858, 997, 18, 3273, 5, 27, 10945, 17138, 12, 9, 283, 15, 49, 5353, 122, 548, 18, 4, 44595, 46, 50, 587, 31, 37, 36793, 4243, 18, 26464, 159, 4, 1274, 37, 62, 1781, 90, 151, 14, 328, 4194, 9, 6, 58486, 109, 845, 6090, 2045, 1531, 238, 104, 7, 90, 24, 6, 686, 328, 3617, 68954, 9, 110, 11, 4, 22, 63, 62, 28, 77, 53, 70348, 7, 4, 328, 585, 11, 4, 1010, 22156, 31, 7, 4, 86, 328, 45392, 7, 4, 22156, 16, 2841, 11, 5398, 34, 4, 2748, 8258, 1240, 2946, 5, 159, 4, 83315, 2969, 22245, 7, 2246, 16, 5894, 5, 328, 4750, 11, 141, 3353, 17, 10593, 9600, 19721, 256, 6, 2778, 217, 10, 10, 57, 6533, 1379, 4013, 52, 821, 206, 63, 9, 23661, 5, 24, 54988, 52, 940, 14, 22, 203, 24, 30, 4, 7554, 85, 1136, 3286, 325, 71, 21, 45, 4, 33147, 292, 7, 101]",1
"[1, 14, 232, 47, 57, 326, 7, 438, 864, 12, 186, 29, 93, 6, 171, 50661, 750, 287, 11, 27, 1940, 5, 44, 107, 3472, 102, 15, 69, 1023, 53, 7, 993, 1007, 1203, 36, 8589, 4, 4237, 8023, 14, 32, 9, 55, 52, 21, 168, 3398, 29, 127, 24, 124, 27, 292, 4, 139, 26, 13565, 209, 2261, 380, 5, 5, 19, 6, 33208, 1500, 5, 368, 7, 10735, 29, 47, 164, 8, 135, 44, 4, 875, 38, 29, 120, 51545, 19, 567, 23804, 5, 11413, 1101, 89, 9, 12, 614, 8, 401, 1239, 141, 6, 4458, 3586, 37, 115, 2717, 233, 7, 8865, 5951, 5, 498, 138, 92, 36, 387, 90, 18034, 11, 418]",0
"[1, 21004, 4447, 1815, 3708, 611, 880, 121, 9, 4, 1020, 4937, 1532, 150, 1685, 1960, 1244, 45, 57, 594, 13995, 41976, 1481, 526, 233, 334, 237, 259, 37, 47, 6, 580, 8, 97, 27, 86, 22, 23, 27, 205, 2269, 448, 23, 27, 205, 229, 19, 4, 339, 7, 6632, 5736, 309, 5, 2126, 142, 40, 14, 259, 37, 764, 15, 14, 16, 6, 65, 290, 979, 8, 4, 182, 152, 1833, 6, 333, 989, 467, 4, 2331, 4, 354, 26, 52, 4, 156, 81, 51, 507, 579, 8, 81, 5, 36, 81, 12, 73, 45, 43, 15, 36, 1616, 28, 224, 12, 11, 4, 86, 273, 10, 10, 2241, 46, 7, 470]",0
